"administrator_id","organization_id","role_id","created"
486,524,1,"2018-05-17 19:26:56.793734+00"
487,520,1,"2018-05-17 20:47:12.384554+00"
488,525,1,"2018-05-18 14:02:53.626818+00"
489,526,1,"2018-05-18 16:07:54.937366+00"
490,526,1,"2018-05-18 16:08:26.033102+00"
491,487,1,"2018-05-22 17:42:48.127112+00"
495,457,1,"2018-05-24 19:12:38.835627+00"
496,395,1,"2018-05-24 19:21:12.041961+00"
497,457,1,"2018-05-24 21:16:16.309051+00"
498,271,1,"2018-05-25 14:03:29.786969+00"
500,497,1,"2018-05-25 20:26:57.584396+00"
502,527,1,"2018-05-28 12:50:00.259112+00"
505,533,1,"2018-05-31 16:45:30.071443+00"
505,534,1,"2018-05-31 16:45:56.353132+00"
505,535,1,"2018-05-31 16:46:33.596061+00"
506,530,1,"2018-05-31 20:10:00.38673+00"
507,375,1,"2018-05-31 20:49:29.896222+00"
508,530,1,"2018-06-01 12:07:51.303383+00"
510,473,1,"2018-06-04 14:29:20.717491+00"
510,474,1,"2018-06-04 14:30:21.067373+00"
726,667,1,"2018-10-05 15:04:50.571834+00"
236,726,1,"2018-11-27 15:12:35.308611+00"
726,726,1,"2018-11-27 15:22:53.974591+00"
517,536,1,"2018-06-05 14:32:26.099838+00"
762,727,1,"2018-11-29 19:46:46.073534+00"
518,533,1,"2018-06-05 19:24:58.232008+00"
519,544,1,"2018-06-06 14:15:45.915015+00"
520,544,1,"2018-06-06 14:16:08.769128+00"
518,534,1,"2018-06-06 15:20:04.560467+00"
518,535,1,"2018-06-06 15:20:47.563342+00"
521,543,1,"2018-06-06 19:26:56.129882+00"
522,543,1,"2018-06-06 19:27:12.835865+00"
523,543,1,"2018-06-06 19:27:51.806558+00"
524,545,1,"2018-06-08 18:10:53.647363+00"
525,457,1,"2018-06-12 12:37:19.431747+00"
287,587,1,"2018-07-16 15:37:59.813662+00"
581,486,1,"2018-07-17 19:12:54.335744+00"
414,590,1,"2018-07-18 14:16:21.422714+00"
531,101,1,"2018-06-15 13:49:39.379968+00"
531,75,1,"2018-06-15 13:49:50.3959+00"
290,591,1,"2018-07-20 17:52:01.568425+00"
532,558,1,"2018-06-15 21:48:15.900653+00"
535,328,1,"2018-06-18 21:47:13.082225+00"
535,273,1,"2018-06-18 21:48:03.786073+00"
536,46,1,"2018-06-19 20:28:20.080345+00"
536,27,1,"2018-06-19 20:32:28.874264+00"
536,401,1,"2018-06-19 20:36:47.716819+00"
536,558,1,"2018-06-19 20:39:22.607482+00"
536,545,1,"2018-06-19 20:40:27.163066+00"
537,27,1,"2018-06-19 20:54:41.193233+00"
538,558,1,"2018-06-19 20:59:05.888256+00"
538,46,1,"2018-06-19 20:59:28.31539+00"
538,401,1,"2018-06-19 20:59:54.533498+00"
538,545,1,"2018-06-19 21:00:13.359372+00"
587,562,1,"2018-07-24 20:36:38.746499+00"
236,595,1,"2018-07-25 18:13:38.293006+00"
596,547,1,"2018-07-30 13:11:20.098762+00"
541,564,1,"2018-06-20 23:04:54.413133+00"
541,562,1,"2018-06-20 23:04:56.215406+00"
541,561,1,"2018-06-20 23:04:58.072581+00"
541,565,1,"2018-06-20 23:04:59.916721+00"
541,563,1,"2018-06-20 23:05:01.901022+00"
542,27,1,"2018-06-21 13:35:20.543113+00"
236,566,1,"2018-06-21 19:04:07.965164+00"
429,566,1,"2018-06-21 19:04:15.951682+00"
134,568,1,"2018-06-21 21:15:58.765549+00"
134,567,1,"2018-06-21 21:16:07.618499+00"
135,567,1,"2018-06-21 21:16:36.933373+00"
135,568,1,"2018-06-21 21:16:48.690127+00"
543,557,1,"2018-06-22 13:50:47.335444+00"
543,556,1,"2018-06-22 13:50:57.435474+00"
544,546,1,"2018-06-22 15:46:08.04165+00"
597,604,1,"2018-07-30 14:20:52.515459+00"
546,555,1,"2018-06-22 15:54:54.679959+00"
547,547,1,"2018-06-22 16:01:29.321623+00"
597,602,1,"2018-07-30 14:20:58.406712+00"
549,198,1,"2018-06-26 15:41:29.579896+00"
227,567,1,"2018-06-26 15:52:20.958251+00"
549,567,1,"2018-06-26 15:53:52.278851+00"
550,557,1,"2018-06-27 13:49:09.989963+00"
550,556,1,"2018-06-27 13:50:01.592954+00"
552,573,1,"2018-06-29 14:43:16.012084+00"
553,573,1,"2018-06-29 14:43:48.001413+00"
552,571,1,"2018-06-29 14:44:15.863318+00"
553,571,1,"2018-06-29 14:44:31.581339+00"
552,572,1,"2018-06-29 14:45:03.384843+00"
553,572,1,"2018-06-29 14:45:20.223492+00"
554,574,1,"2018-06-29 15:54:42.585585+00"
555,550,1,"2018-06-29 21:38:29.970869+00"
556,550,1,"2018-06-29 21:39:16.596791+00"
557,550,1,"2018-06-29 21:40:42.396179+00"
555,551,1,"2018-06-29 21:42:50.168063+00"
556,551,1,"2018-06-29 21:43:12.343649+00"
557,551,1,"2018-06-29 21:43:30.938004+00"
555,552,1,"2018-06-29 21:44:21.937285+00"
556,552,1,"2018-06-29 21:44:37.496882+00"
557,552,1,"2018-06-29 21:44:59.950122+00"
555,549,1,"2018-06-29 21:45:43.541586+00"
556,549,1,"2018-06-29 21:46:24.558819+00"
557,549,1,"2018-06-29 21:46:42.295345+00"
227,568,1,"2018-07-03 14:33:53.711385+00"
203,568,1,"2018-07-03 14:34:16.018475+00"
549,568,1,"2018-07-03 14:35:22.679535+00"
203,567,1,"2018-07-03 14:36:17.37582+00"
558,555,1,"2018-07-04 17:33:30.954026+00"
600,457,1,"2018-07-31 15:30:54.886619+00"
560,492,1,"2018-07-05 14:36:17.062743+00"
560,383,1,"2018-07-05 14:37:08.333006+00"
560,517,1,"2018-07-05 14:50:00.421461+00"
560,405,1,"2018-07-05 14:51:17.081734+00"
561,411,1,"2018-07-05 14:51:39.678105+00"
560,464,1,"2018-07-05 14:51:41.864142+00"
560,488,1,"2018-07-05 14:52:06.942202+00"
560,467,1,"2018-07-05 14:52:32.883995+00"
560,522,1,"2018-07-05 14:53:01.054145+00"
560,494,1,"2018-07-05 14:53:26.807583+00"
560,496,1,"2018-07-05 14:53:54.129789+00"
560,566,1,"2018-07-05 14:54:19.021361+00"
560,403,1,"2018-07-05 14:54:44.082847+00"
560,484,1,"2018-07-05 14:55:36.283454+00"
560,516,1,"2018-07-05 14:56:11.289642+00"
560,416,1,"2018-07-05 14:56:35.461834+00"
429,416,1,"2018-07-05 14:56:43.956019+00"
563,577,1,"2018-07-06 14:48:50.497726+00"
564,395,1,"2018-07-06 15:44:52.966015+00"
136,611,1,"2018-07-31 17:19:39.962537+00"
565,68,1,"2018-07-06 19:40:25.535521+00"
340,315,1,"2018-07-09 13:27:08.034423+00"
340,313,1,"2018-07-09 13:27:22.270931+00"
340,314,1,"2018-07-09 13:27:34.624912+00"
340,312,1,"2018-07-09 13:28:07.295602+00"
567,579,1,"2018-07-09 21:58:44.683358+00"
568,579,1,"2018-07-09 21:59:28.539984+00"
567,580,1,"2018-07-09 22:00:10.88539+00"
568,580,1,"2018-07-09 22:00:28.86961+00"
569,292,1,"2018-07-10 17:01:49.425854+00"
569,290,1,"2018-07-10 17:02:41.48559+00"
569,291,1,"2018-07-10 17:03:16.434695+00"
569,293,1,"2018-07-10 17:03:48.546198+00"
570,290,1,"2018-07-10 17:04:25.641391+00"
570,291,1,"2018-07-10 17:04:48.180405+00"
570,292,1,"2018-07-10 17:05:15.033719+00"
570,293,1,"2018-07-10 17:05:39.607582+00"
571,581,1,"2018-07-10 17:09:40.213283+00"
572,581,1,"2018-07-10 17:09:59.683944+00"
601,614,1,"2018-08-01 13:56:59.452518+00"
602,603,1,"2018-08-02 13:17:03.753496+00"
21,97,1,"2018-08-03 19:14:07.279932+00"
607,527,1,"2018-08-06 18:39:48.099707+00"
602,601,1,"2018-08-09 13:12:51.695081+00"
603,600,1,"2018-08-09 13:14:20.969774+00"
602,604,1,"2018-08-09 13:15:18.388008+00"
603,603,1,"2018-08-09 13:16:06.036338+00"
608,605,1,"2018-08-09 14:10:59.782371+00"
608,601,1,"2018-08-09 14:11:53.639885+00"
442,312,1,"2018-08-09 16:02:18.384448+00"
442,313,1,"2018-08-09 16:03:28.865126+00"
442,315,1,"2018-08-09 16:04:01.279041+00"
610,585,1,"2018-08-13 14:26:43.300961+00"
612,618,1,"2018-08-14 12:20:57.381902+00"
429,16,1,"2018-08-14 13:46:50.032636+00"
613,619,1,"2018-08-15 22:21:08.835094+00"
470,499,1,"2018-08-20 20:27:07.827963+00"
616,623,1,"2018-08-21 20:01:41.057431+00"
429,626,1,"2018-08-22 13:13:08.569872+00"
617,457,1,"2018-08-23 15:38:06.082807+00"
429,627,1,"2018-08-24 15:19:52.153705+00"
618,623,1,"2018-08-24 15:57:49.940978+00"
620,623,1,"2018-08-27 13:50:49.704093+00"
429,631,1,"2018-08-28 15:15:10.84262+00"
621,634,1,"2018-08-29 15:02:00.087075+00"
623,634,1,"2018-08-29 15:07:51.206714+00"
625,633,1,"2018-08-30 21:05:36.35476+00"
626,633,1,"2018-08-30 21:06:10.018606+00"
627,629,1,"2018-09-04 13:37:58.066769+00"
560,653,1,"2018-09-04 14:00:19.638213+00"
429,653,1,"2018-09-04 14:00:28.891438+00"
236,653,1,"2018-09-04 14:00:36.448757+00"
628,636,1,"2018-09-04 17:15:49.194642+00"
628,637,1,"2018-09-04 17:15:52.271862+00"
628,638,1,"2018-09-04 17:15:53.871816+00"
628,639,1,"2018-09-04 17:15:55.048542+00"
628,640,1,"2018-09-04 17:15:56.712468+00"
628,641,1,"2018-09-04 17:15:57.754955+00"
628,642,1,"2018-09-04 17:16:00.548831+00"
628,643,1,"2018-09-04 17:16:02.090128+00"
628,644,1,"2018-09-04 17:16:03.171578+00"
628,645,1,"2018-09-04 17:16:04.626686+00"
628,646,1,"2018-09-04 17:16:08.46925+00"
628,647,1,"2018-09-04 17:16:09.857555+00"
628,648,1,"2018-09-04 17:16:11.47213+00"
628,649,1,"2018-09-04 17:16:15.019788+00"
628,650,1,"2018-09-04 17:16:18.169124+00"
628,651,1,"2018-09-04 17:16:18.988404+00"
628,652,1,"2018-09-04 17:16:19.938437+00"
629,648,1,"2018-09-04 17:17:37.632816+00"
629,649,1,"2018-09-04 17:17:39.670367+00"
629,650,1,"2018-09-04 17:17:41.548381+00"
629,651,1,"2018-09-04 17:17:42.439324+00"
629,652,1,"2018-09-04 17:17:43.216494+00"
630,642,1,"2018-09-04 17:19:11.130842+00"
630,643,1,"2018-09-04 17:19:12.828069+00"
630,644,1,"2018-09-04 17:19:14.000238+00"
630,645,1,"2018-09-04 17:19:15.091993+00"
630,646,1,"2018-09-04 17:19:16.239611+00"
630,647,1,"2018-09-04 17:19:17.706982+00"
631,624,1,"2018-09-04 17:30:54.630838+00"
414,656,1,"2018-09-04 18:16:44.783025+00"
287,656,1,"2018-09-04 18:17:01.781691+00"
632,71,1,"2018-09-04 19:06:15.094033+00"
633,596,1,"2018-09-04 22:35:33.782572+00"
428,658,1,"2018-09-05 13:11:17.178923+00"
634,629,1,"2018-09-05 15:46:22.739536+00"
635,657,1,"2018-09-05 19:59:47.535901+00"
636,657,1,"2018-09-05 20:00:05.907336+00"
637,625,1,"2018-09-05 20:06:54.809327+00"
638,625,1,"2018-09-05 20:07:17.868584+00"
639,625,1,"2018-09-05 20:07:38.799109+00"
640,654,1,"2018-09-05 20:12:24.566707+00"
641,635,1,"2018-09-05 20:15:12.243584+00"
642,635,1,"2018-09-05 20:15:33.849166+00"
643,89,1,"2018-09-06 12:17:56.61589+00"
644,660,1,"2018-09-06 14:28:47.206433+00"
645,660,1,"2018-09-06 14:29:01.612581+00"
646,618,1,"2018-09-06 17:21:32.568855+00"
646,617,1,"2018-09-06 17:25:09.244753+00"
723,16,1,"2018-10-05 15:03:07.785563+00"
723,405,1,"2018-10-05 15:03:07.785563+00"
649,618,1,"2018-09-06 18:14:33.732151+00"
649,617,1,"2018-09-06 18:16:22.703654+00"
723,464,1,"2018-10-05 15:03:07.785563+00"
651,457,1,"2018-09-07 03:21:52.190127+00"
652,661,1,"2018-09-07 13:07:55.958585+00"
653,657,1,"2018-09-07 18:56:49.667721+00"
654,662,1,"2018-09-07 20:53:45.102738+00"
655,662,1,"2018-09-07 20:53:59.909259+00"
723,383,1,"2018-10-05 15:03:07.785563+00"
657,663,1,"2018-09-10 15:06:56.304066+00"
658,663,1,"2018-09-10 18:14:34.043984+00"
659,618,1,"2018-09-11 12:47:43.402405+00"
660,664,1,"2018-09-11 12:55:59.707473+00"
661,89,1,"2018-09-11 15:02:24.212955+00"
662,33,1,"2018-09-11 15:05:25.394882+00"
662,223,1,"2018-09-11 15:09:02.283187+00"
662,87,1,"2018-09-11 15:09:55.925961+00"
723,403,1,"2018-10-05 15:03:07.785563+00"
560,665,1,"2018-09-13 13:32:22.928592+00"
429,665,1,"2018-09-13 13:32:30.9259+00"
236,665,1,"2018-09-13 13:32:40.824235+00"
723,416,1,"2018-10-05 15:03:07.785563+00"
665,664,1,"2018-09-17 13:33:35.636742+00"
666,398,1,"2018-09-18 14:54:42.93164+00"
560,667,1,"2018-09-19 17:41:52.05318+00"
429,667,1,"2018-09-19 17:42:01.956536+00"
236,667,1,"2018-09-19 17:42:11.416252+00"
723,488,1,"2018-10-05 15:03:07.785563+00"
723,467,1,"2018-10-05 15:03:07.785563+00"
669,670,1,"2018-09-24 21:38:17.091491+00"
670,670,1,"2018-09-24 21:39:06.667908+00"
671,671,1,"2018-09-24 22:31:59.960185+00"
672,673,1,"2018-09-25 00:09:24.103584+00"
442,674,1,"2018-09-25 14:42:41.815111+00"
340,674,1,"2018-09-25 14:43:15.733706+00"
673,375,1,"2018-09-26 19:39:14.496335+00"
726,678,1,"2018-10-05 15:04:50.571834+00"
727,678,1,"2018-10-05 15:05:09.035068+00"
676,676,1,"2018-09-28 18:39:02.457759+00"
677,672,1,"2018-09-28 18:53:49.830243+00"
678,677,1,"2018-09-28 20:53:30.277+00"
560,678,1,"2018-10-01 18:33:39.270924+00"
429,678,1,"2018-10-01 18:33:47.614379+00"
236,678,1,"2018-10-01 18:33:54.350712+00"
679,675,1,"2018-10-02 15:11:33.841636+00"
680,675,1,"2018-10-02 15:11:51.763272+00"
681,210,1,"2018-10-02 17:09:35.841527+00"
681,613,1,"2018-10-02 17:10:11.876205+00"
682,677,1,"2018-10-02 21:49:07.228129+00"
683,96,1,"2018-10-03 21:40:18.954312+00"
683,97,1,"2018-10-03 21:42:11.538303+00"
684,668,1,"2018-10-03 21:45:07.401005+00"
738,708,1,"2018-11-06 16:27:12.134518+00"
741,692,1,"2018-11-07 15:16:48.812021+00"
743,486,1,"2018-11-08 22:20:22.395023+00"
429,712,1,"2018-11-09 15:06:08.766581+00"
722,712,1,"2018-11-09 15:07:43.372742+00"
724,712,1,"2018-11-09 15:08:11.381908+00"
727,712,1,"2018-11-09 15:08:48.283306+00"
745,713,1,"2018-11-12 14:19:32.0525+00"
429,714,1,"2018-11-12 19:24:32.749656+00"
721,714,1,"2018-11-12 19:24:59.638022+00"
722,714,1,"2018-11-12 19:25:19.933663+00"
723,714,1,"2018-11-12 19:25:32.199787+00"
725,714,1,"2018-11-12 19:25:58.821249+00"
726,714,1,"2018-11-12 19:26:13.631216+00"
727,714,1,"2018-11-12 19:26:28.491608+00"
747,711,1,"2018-11-15 17:27:20.179074+00"
749,238,1,"2018-11-19 16:36:12.533124+00"
751,457,1,"2018-11-23 11:17:40.756207+00"
429,717,1,"2018-11-23 14:28:25.955102+00"
721,717,1,"2018-11-23 14:28:47.813498+00"
723,717,1,"2018-11-23 14:29:11.320026+00"
752,722,1,"2018-11-23 16:19:59.214638+00"
754,632,1,"2018-11-26 15:40:27.446837+00"
692,680,1,"2018-10-05 15:03:02.149901+00"
721,16,1,"2018-10-05 15:01:27.355843+00"
721,405,1,"2018-10-05 15:01:27.355843+00"
722,16,1,"2018-10-05 15:02:40.116302+00"
722,405,1,"2018-10-05 15:02:40.116302+00"
722,464,1,"2018-10-05 15:02:40.116302+00"
722,383,1,"2018-10-05 15:02:40.116302+00"
722,403,1,"2018-10-05 15:02:40.116302+00"
722,416,1,"2018-10-05 15:02:40.116302+00"
722,488,1,"2018-10-05 15:02:40.116302+00"
722,467,1,"2018-10-05 15:02:40.116302+00"
722,496,1,"2018-10-05 15:02:40.116302+00"
722,484,1,"2018-10-05 15:02:40.116302+00"
722,566,1,"2018-10-05 15:02:40.116302+00"
722,516,1,"2018-10-05 15:02:40.116302+00"
722,492,1,"2018-10-05 15:02:40.116302+00"
722,517,1,"2018-10-05 15:02:40.116302+00"
722,494,1,"2018-10-05 15:02:40.116302+00"
722,522,1,"2018-10-05 15:02:40.116302+00"
722,586,1,"2018-10-05 15:02:40.116302+00"
722,595,1,"2018-10-05 15:02:40.116302+00"
722,626,1,"2018-10-05 15:02:40.116302+00"
722,627,1,"2018-10-05 15:02:40.116302+00"
722,631,1,"2018-10-05 15:02:40.116302+00"
722,653,1,"2018-10-05 15:02:40.116302+00"
722,665,1,"2018-10-05 15:02:40.116302+00"
429,726,1,"2018-11-27 15:16:01.876891+00"
727,726,1,"2018-11-27 15:23:12.261892+00"
763,720,1,"2018-11-29 19:52:29.661373+00"
429,729,1,"2018-11-30 19:38:08.561596+00"
723,729,1,"2018-11-30 19:38:52.814057+00"
726,729,1,"2018-11-30 19:42:50.763144+00"
727,729,1,"2018-11-30 19:43:00.489619+00"
724,16,1,"2018-10-05 15:03:32.785945+00"
724,405,1,"2018-10-05 15:03:32.785945+00"
724,464,1,"2018-10-05 15:03:32.785945+00"
724,383,1,"2018-10-05 15:03:32.785945+00"
724,403,1,"2018-10-05 15:03:32.785945+00"
693,681,1,"2018-10-05 15:55:30.099743+00"
694,682,1,"2018-10-05 16:11:50.279034+00"
695,682,1,"2018-10-05 16:12:02.596701+00"
696,679,1,"2018-10-10 19:26:36.262485+00"
697,679,1,"2018-10-10 19:26:54.966741+00"
698,683,1,"2018-10-11 02:46:44.44969+00"
699,684,1,"2018-10-11 03:03:35.6011+00"
700,684,1,"2018-10-11 12:44:42.521017+00"
701,96,1,"2018-10-11 20:37:30.990262+00"
702,686,1,"2018-10-12 15:07:16.003182+00"
703,686,1,"2018-10-12 17:59:38.39697+00"
704,544,1,"2018-10-15 17:29:05.910398+00"
293,371,1,"2018-10-15 20:03:06.77274+00"
724,416,1,"2018-10-05 15:03:32.785945+00"
294,371,1,"2018-10-15 20:03:57.838039+00"
295,371,1,"2018-10-15 20:04:13.032812+00"
293,372,1,"2018-10-15 20:04:46.210666+00"
296,372,1,"2018-10-15 20:05:12.344602+00"
294,372,1,"2018-10-15 20:05:25.765901+00"
295,372,1,"2018-10-15 20:05:37.544285+00"
293,373,1,"2018-10-15 20:05:57.507674+00"
294,373,1,"2018-10-15 20:06:07.059934+00"
295,373,1,"2018-10-15 20:06:20.768361+00"
296,373,1,"2018-10-15 20:06:37.94069+00"
293,374,1,"2018-10-15 20:06:54.088867+00"
294,374,1,"2018-10-15 20:07:03.75985+00"
295,374,1,"2018-10-15 20:07:14.44091+00"
296,374,1,"2018-10-15 20:07:24.429357+00"
296,371,1,"2018-10-15 20:07:51.416531+00"
706,353,1,"2018-10-15 21:34:16.299733+00"
706,332,1,"2018-10-15 21:34:16.299733+00"
706,337,1,"2018-10-15 21:34:16.299733+00"
706,343,1,"2018-10-15 21:34:16.299733+00"
706,356,1,"2018-10-15 21:34:16.299733+00"
706,358,1,"2018-10-15 21:34:16.299733+00"
724,488,1,"2018-10-05 15:03:32.785945+00"
724,467,1,"2018-10-05 15:03:32.785945+00"
724,496,1,"2018-10-05 15:03:32.785945+00"
724,484,1,"2018-10-05 15:03:32.785945+00"
724,566,1,"2018-10-05 15:03:32.785945+00"
724,516,1,"2018-10-05 15:03:32.785945+00"
724,492,1,"2018-10-05 15:03:32.785945+00"
724,517,1,"2018-10-05 15:03:32.785945+00"
724,494,1,"2018-10-05 15:03:32.785945+00"
724,522,1,"2018-10-05 15:03:32.785945+00"
725,16,1,"2018-10-05 15:04:29.39321+00"
725,405,1,"2018-10-05 15:04:29.39321+00"
725,464,1,"2018-10-05 15:04:29.39321+00"
725,383,1,"2018-10-05 15:04:29.39321+00"
725,403,1,"2018-10-05 15:04:29.39321+00"
725,416,1,"2018-10-05 15:04:29.39321+00"
725,488,1,"2018-10-05 15:04:29.39321+00"
725,467,1,"2018-10-05 15:04:29.39321+00"
725,496,1,"2018-10-05 15:04:29.39321+00"
725,484,1,"2018-10-05 15:04:29.39321+00"
725,566,1,"2018-10-05 15:04:29.39321+00"
725,516,1,"2018-10-05 15:04:29.39321+00"
725,492,1,"2018-10-05 15:04:29.39321+00"
725,517,1,"2018-10-05 15:04:29.39321+00"
725,494,1,"2018-10-05 15:04:29.39321+00"
725,522,1,"2018-10-05 15:04:29.39321+00"
725,586,1,"2018-10-05 15:04:29.39321+00"
725,595,1,"2018-10-05 15:04:29.39321+00"
725,626,1,"2018-10-05 15:04:29.39321+00"
725,627,1,"2018-10-05 15:04:29.39321+00"
725,631,1,"2018-10-05 15:04:29.39321+00"
725,653,1,"2018-10-05 15:04:29.39321+00"
725,665,1,"2018-10-05 15:04:29.39321+00"
726,16,1,"2018-10-05 15:04:50.571834+00"
726,405,1,"2018-10-05 15:04:50.571834+00"
726,464,1,"2018-10-05 15:04:50.571834+00"
726,383,1,"2018-10-05 15:04:50.571834+00"
726,403,1,"2018-10-05 15:04:50.571834+00"
726,416,1,"2018-10-05 15:04:50.571834+00"
726,488,1,"2018-10-05 15:04:50.571834+00"
726,467,1,"2018-10-05 15:04:50.571834+00"
726,496,1,"2018-10-05 15:04:50.571834+00"
726,484,1,"2018-10-05 15:04:50.571834+00"
726,566,1,"2018-10-05 15:04:50.571834+00"
726,516,1,"2018-10-05 15:04:50.571834+00"
726,492,1,"2018-10-05 15:04:50.571834+00"
726,517,1,"2018-10-05 15:04:50.571834+00"
726,494,1,"2018-10-05 15:04:50.571834+00"
726,522,1,"2018-10-05 15:04:50.571834+00"
726,586,1,"2018-10-05 15:04:50.571834+00"
726,595,1,"2018-10-05 15:04:50.571834+00"
726,626,1,"2018-10-05 15:04:50.571834+00"
726,627,1,"2018-10-05 15:04:50.571834+00"
726,631,1,"2018-10-05 15:04:50.571834+00"
726,653,1,"2018-10-05 15:04:50.571834+00"
726,665,1,"2018-10-05 15:04:50.571834+00"
727,16,1,"2018-10-05 15:05:09.035068+00"
727,405,1,"2018-10-05 15:05:09.035068+00"
727,464,1,"2018-10-05 15:05:09.035068+00"
727,383,1,"2018-10-05 15:05:09.035068+00"
727,403,1,"2018-10-05 15:05:09.035068+00"
727,416,1,"2018-10-05 15:05:09.035068+00"
727,488,1,"2018-10-05 15:05:09.035068+00"
727,467,1,"2018-10-05 15:05:09.035068+00"
727,496,1,"2018-10-05 15:05:09.035068+00"
727,484,1,"2018-10-05 15:05:09.035068+00"
727,566,1,"2018-10-05 15:05:09.035068+00"
727,516,1,"2018-10-05 15:05:09.035068+00"
727,492,1,"2018-10-05 15:05:09.035068+00"
727,517,1,"2018-10-05 15:05:09.035068+00"
727,494,1,"2018-10-05 15:05:09.035068+00"
727,522,1,"2018-10-05 15:05:09.035068+00"
727,586,1,"2018-10-05 15:05:09.035068+00"
727,595,1,"2018-10-05 15:05:09.035068+00"
727,626,1,"2018-10-05 15:05:09.035068+00"
727,627,1,"2018-10-05 15:05:09.035068+00"
727,631,1,"2018-10-05 15:05:09.035068+00"
727,653,1,"2018-10-05 15:05:09.035068+00"
727,665,1,"2018-10-05 15:05:09.035068+00"
727,667,1,"2018-10-05 15:05:09.035068+00"
560,726,1,"2018-11-27 15:20:26.11619+00"
706,330,1,"2018-10-15 21:34:16.299733+00"
706,341,1,"2018-10-15 21:34:16.299733+00"
757,716,1,"2018-11-27 16:10:06.760224+00"
764,718,1,"2018-11-29 19:54:29.493586+00"
706,347,1,"2018-10-15 21:34:16.299733+00"
560,729,1,"2018-11-30 19:38:21.668859+00"
767,709,1,"2018-11-30 21:08:27.620368+00"
706,364,1,"2018-10-15 21:34:16.299733+00"
